timestamp,norm_pos_x,norm_pos_y,confidence,diameter_3d_mm,participant,recording
3.0833,0.73557,0.5657,0.863,3.2763,demo_p01,demo_rec_01
3.0917,0.75633,0.55545,0.825,3.3018,demo_p01,demo_rec_01
3.1,0.74805,0.53572,0.914,3.2327,demo_p01,demo_rec_01
3.1083,0.79186,0.52366,0.87,3.382,demo_p01,demo_rec_01
3.1167,0.78147,0.56672,0.916,3.3519,demo_p01,demo_rec_01
3.125,0.75772,0.55699,0.84,3.31,demo_p01,demo_rec_01
3.1333,0.73474,0.59765,0.882,3.2271,demo_p01,demo_rec_01
3.1417,0.72775,0.5584,0.927,3.3042,demo_p01,demo_rec_01
3.15,0.77382,0.55775,0.938,3.2368,demo_p01,demo_rec_01
3.1583,0.75525,0.54666,0.941,3.3652,demo_p01,demo_rec_01
3.1667,0.7596,0.56634,0.854,3.3318,demo_p01,demo_rec_01
3.175,0.71511,0.5625,0.963,3.2953,demo_p01,demo_rec_01
3.1833,0.76855,0.57503,0.88,3.1679,demo_p01,demo_rec_01
3.1917,0.75909,0.53957,0.952,3.2398,demo_p01,demo_rec_01
3.2,0.72779,0.54129,0.919,3.3226,demo_p01,demo_rec_01
3.2083,0.74057,0.54042,0.851,3.348,demo_p01,demo_rec_01
3.2167,0.75527,0.56582,0.904,3.342,demo_p01,demo_rec_01
3.225,0.75105,0.57997,0.938,3.2062,demo_p01,demo_rec_01
3.2333,0.74416,0.54082,0.951,3.3,demo_p01,demo_rec_01
3.2417,0.74793,0.5415,0.913,3.3349,demo_p01,demo_rec_01
3.25,0.74496,0.55628,0.997,3.2004,demo_p01,demo_rec_01
3.2583,0.75305,0.54508,0.97,3.2821,demo_p01,demo_rec_01
3.2667,0.77943,0.56904,0.907,3.2954,demo_p01,demo_rec_01
3.275,0.69867,0.50496,0.958,3.2658,demo_p01,demo_rec_01
3.2833,0.74526,0.53347,1.0,3.1874,demo_p01,demo_rec_01
3.2917,0.75353,0.53435,1.0,3.2629,demo_p01,demo_rec_01
3.3,0.75592,0.50359,0.859,3.262,demo_p01,demo_rec_01
3.3083,0.74256,0.53073,0.874,3.2701,demo_p01,demo_rec_01
3.3167,0.71487,0.5317,0.994,3.2485,demo_p01,demo_rec_01
3.325,0.75656,0.54598,0.867,3.2537,demo_p01,demo_rec_01
3.3333,0.78455,0.57226,0.854,3.273,demo_p01,demo_rec_01
3.3417,0.71932,0.5451,0.896,3.2963,demo_p01,demo_rec_01
3.35,0.76728,0.52938,0.941,3.2581,demo_p01,demo_rec_01
3.3583,0.74343,0.54886,0.915,3.252,demo_p01,demo_rec_01
3.3667,0.74877,0.57098,0.887,3.2762,demo_p01,demo_rec_01
3.375,0.72894,0.53048,0.886,3.1747,demo_p01,demo_rec_01
3.3833,0.74331,0.53179,0.884,3.2937,demo_p01,demo_rec_01
3.3917,0.776,0.56117,0.876,3.2689,demo_p01,demo_rec_01
3.4,0.76165,0.54557,1.0,3.2701,demo_p01,demo_rec_01
3.4083,0.78465,0.56295,0.935,3.3153,demo_p01,demo_rec_01
3.4167,0.77355,0.54973,0.964,3.1687,demo_p01,demo_rec_01
3.425,0.75878,0.56403,0.896,3.1668,demo_p01,demo_rec_01
3.4333,0.78488,0.5293,0.911,3.2783,demo_p01,demo_rec_01
3.4417,0.75878,0.54976,0.884,3.2633,demo_p01,demo_rec_01
3.45,0.76656,0.54579,0.787,3.2713,demo_p01,demo_rec_01
3.4583,0.74407,0.52568,0.851,3.2388,demo_p01,demo_rec_01
3.4667,0.75133,0.51873,0.829,3.2942,demo_p01,demo_rec_01
3.475,0.73605,0.56371,0.808,3.3067,demo_p01,demo_rec_01
3.4833,0.76979,0.54298,0.86,3.2834,demo_p01,demo_rec_01
3.4917,0.72643,0.52955,0.986,3.2453,demo_p01,demo_rec_01
3.5,0.76565,0.54808,0.918,3.152,demo_p01,demo_rec_01
3.5083,0.74619,0.57256,0.985,3.295,demo_p01,demo_rec_01
3.5167,0.77342,0.50439,0.941,3.3167,demo_p01,demo_rec_01
3.525,0.76502,0.52007,0.959,3.2869,demo_p01,demo_rec_01
3.5333,0.78641,0.53154,0.875,3.2098,demo_p01,demo_rec_01
3.5417,0.76462,0.57922,0.946,3.2865,demo_p01,demo_rec_01
3.55,0.71856,0.55565,0.956,3.2949,demo_p01,demo_rec_01
3.5583,0.74866,0.56535,0.891,3.3289,demo_p01,demo_rec_01
3.5667,0.72656,0.5272,0.948,3.2063,demo_p01,demo_rec_01
3.575,0.73963,0.52761,0.948,3.2378,demo_p01,demo_rec_01
3.5833,0.78022,0.55896,0.893,3.2856,demo_p01,demo_rec_01
3.5917,0.76275,0.55117,0.864,3.2502,demo_p01,demo_rec_01
3.6,0.73602,0.56097,0.861,3.1905,demo_p01,demo_rec_01
3.6083,0.72973,0.54625,0.924,3.2661,demo_p01,demo_rec_01
3.6167,0.75066,0.55556,0.936,3.2734,demo_p01,demo_rec_01
3.625,0.72567,0.55316,0.88,3.2479,demo_p01,demo_rec_01
3.6333,0.73658,0.56556,0.921,3.2536,demo_p01,demo_rec_01
3.6417,0.75624,0.56614,0.949,3.2287,demo_p01,demo_rec_01
3.65,0.77311,0.5176,0.951,3.3146,demo_p01,demo_rec_01
3.6583,0.76218,0.50505,0.998,3.1947,demo_p01,demo_rec_01
3.6667,0.70417,0.57003,0.984,3.2095,demo_p01,demo_rec_01
3.675,0.75609,0.57375,0.87,3.2384,demo_p01,demo_rec_01
3.6833,0.75144,0.52959,1.0,3.2809,demo_p01,demo_rec_01
3.6917,0.75828,0.5128,0.893,3.1611,demo_p01,demo_rec_01
3.7,0.78232,0.55198,0.972,3.1695,demo_p01,demo_rec_01
3.7083,0.70874,0.56862,0.923,3.1322,demo_p01,demo_rec_01
3.7167,0.73818,0.58595,0.899,3.2347,demo_p01,demo_rec_01
3.725,0.76182,0.56033,0.83,3.1762,demo_p01,demo_rec_01
3.7333,0.71837,0.54257,0.911,3.212,demo_p01,demo_rec_01
3.7417,0.77952,0.53214,0.842,3.2633,demo_p01,demo_rec_01
3.75,0.75737,0.55023,0.968,3.1972,demo_p01,demo_rec_01
3.7583,0.76693,0.54401,0.996,3.2399,demo_p01,demo_rec_01
3.7667,0.73858,0.5297,0.88,3.2124,demo_p01,demo_rec_01
3.775,0.76628,0.59098,0.935,3.26,demo_p01,demo_rec_01
3.7833,0.77137,0.5857,0.884,3.2492,demo_p01,demo_rec_01
3.7917,0.75466,0.57272,0.889,3.1898,demo_p01,demo_rec_01
3.8,0.75469,0.53158,0.959,3.215,demo_p01,demo_rec_01
3.8083,0.75541,0.5671,0.918,3.2747,demo_p01,demo_rec_01
3.8167,0.73273,0.56279,1.0,3.2412,demo_p01,demo_rec_01
3.825,0.74705,0.55885,0.896,3.1507,demo_p01,demo_rec_01
3.8333,0.74695,0.57499,0.97,3.2524,demo_p01,demo_rec_01
3.8417,0.75767,0.56271,0.925,3.1644,demo_p01,demo_rec_01
3.85,0.77,0.5648,0.96,3.2883,demo_p01,demo_rec_01
3.8583,0.72883,0.56274,0.898,3.2679,demo_p01,demo_rec_01
3.8667,0.7475,0.55682,0.918,3.2302,demo_p01,demo_rec_01
3.875,0.77963,0.51433,0.914,3.2226,demo_p01,demo_rec_01
3.8833,0.73513,0.55167,0.878,3.2033,demo_p01,demo_rec_01
3.8917,0.73355,0.53888,0.953,3.2467,demo_p01,demo_rec_01
3.9,0.75405,0.5244,0.953,3.1932,demo_p01,demo_rec_01
3.9083,0.76689,0.58364,0.95,3.2226,demo_p01,demo_rec_01
3.9167,0.75023,0.58458,0.997,3.2534,demo_p01,demo_rec_01
3.925,0.77658,0.57718,0.992,3.1807,demo_p01,demo_rec_01
3.9333,0.76714,0.5551,0.901,3.177,demo_p01,demo_rec_01
3.9417,0.76684,0.57701,0.939,3.1472,demo_p01,demo_rec_01
3.95,0.76108,0.55024,0.889,3.1527,demo_p01,demo_rec_01
3.9583,0.79655,0.55406,0.921,3.1135,demo_p01,demo_rec_01
3.9667,0.7459,0.52813,0.89,3.2404,demo_p01,demo_rec_01
3.975,0.70993,0.55794,1.0,3.2934,demo_p01,demo_rec_01
3.9833,0.78209,0.55121,0.938,3.2732,demo_p01,demo_rec_01
3.9917,0.74085,0.52395,0.909,3.1197,demo_p01,demo_rec_01
4.0,0.75216,0.54898,0.98,3.2362,demo_p01,demo_rec_01
4.0083,0.77619,0.54841,0.811,3.2701,demo_p01,demo_rec_01
4.0167,0.71795,0.58595,0.819,3.1752,demo_p01,demo_rec_01
4.025,0.72497,0.56788,0.96,3.2021,demo_p01,demo_rec_01
4.0333,0.71797,0.55023,0.923,3.0957,demo_p01,demo_rec_01
4.0417,0.73412,0.55498,0.933,3.2084,demo_p01,demo_rec_01
4.05,0.75879,0.55088,0.854,3.1409,demo_p01,demo_rec_01
4.0583,0.76048,0.54594,0.919,3.2031,demo_p01,demo_rec_01
4.0667,0.75553,0.52835,1.0,3.1141,demo_p01,demo_rec_01
4.075,0.72174,0.54698,0.961,3.2183,demo_p01,demo_rec_01
4.0833,0.7038,0.53508,0.928,3.2414,demo_p01,demo_rec_01
4.0917,0.75109,0.52499,0.898,3.1501,demo_p01,demo_rec_01
4.1,0.74056,0.56022,0.9,3.1314,demo_p01,demo_rec_01
4.1083,0.75919,0.55783,0.814,3.0795,demo_p01,demo_rec_01
4.1167,0.76404,0.51427,0.933,3.173,demo_p01,demo_rec_01
4.125,0.75276,0.54755,0.962,3.1562,demo_p01,demo_rec_01
4.1333,0.7652,0.56991,0.841,3.1068,demo_p01,demo_rec_01
4.1417,0.75458,0.57118,0.887,3.206,demo_p01,demo_rec_01
4.15,0.7606,0.57052,0.862,3.1599,demo_p01,demo_rec_01
4.1583,0.73591,0.55078,0.872,3.1276,demo_p01,demo_rec_01
4.1667,0.75,0.55,0.923,3.1527,demo_p01,demo_rec_01
4.175,0.74646,0.54798,0.816,3.233,demo_p01,demo_rec_01
4.1833,0.74293,0.54596,0.951,3.2086,demo_p01,demo_rec_01
4.1917,0.73939,0.54394,0.958,3.171,demo_p01,demo_rec_01
4.2,0.73586,0.54192,0.907,3.2075,demo_p01,demo_rec_01
4.2083,0.73232,0.5399,0.796,3.1175,demo_p01,demo_rec_01
4.2167,0.72879,0.53788,0.87,3.1762,demo_p01,demo_rec_01
4.225,0.72525,0.53586,0.982,3.181,demo_p01,demo_rec_01
4.2333,0.72172,0.53384,0.781,3.1492,demo_p01,demo_rec_01
4.2417,0.71818,0.53182,0.903,3.1935,demo_p01,demo_rec_01
4.25,0.71465,0.5298,0.861,3.1317,demo_p01,demo_rec_01
4.2583,0.71111,0.52778,0.96,3.1953,demo_p01,demo_rec_01
4.2667,0.70758,0.52576,0.886,3.1964,demo_p01,demo_rec_01
4.275,0.70404,0.52374,0.94,3.022,demo_p01,demo_rec_01
4.2833,0.70051,0.52172,0.948,3.2264,demo_p01,demo_rec_01
4.2917,0.69697,0.5197,1.0,3.0136,demo_p01,demo_rec_01
4.3,0.69343,0.51768,0.91,3.1342,demo_p01,demo_rec_01
4.3083,0.6899,0.51566,0.939,3.2153,demo_p01,demo_rec_01
4.3167,0.68636,0.51364,0.846,3.1472,demo_p01,demo_rec_01
4.325,0.68283,0.51162,0.98,3.0888,demo_p01,demo_rec_01
4.3333,0.67929,0.5096,0.882,3.1065,demo_p01,demo_rec_01
4.3417,0.67576,0.50758,0.892,3.2116,demo_p01,demo_rec_01
4.35,0.67222,0.50556,0.919,3.0632,demo_p01,demo_rec_01
4.3583,0.66869,0.50354,0.842,3.2148,demo_p01,demo_rec_01
4.3667,0.66515,0.50152,0.931,3.1546,demo_p01,demo_rec_01
4.375,0.66162,0.49949,0.968,3.0968,demo_p01,demo_rec_01
4.3833,0.65808,0.49747,0.935,3.1264,demo_p01,demo_rec_01
4.3917,0.65455,0.49545,0.841,3.1037,demo_p01,demo_rec_01
4.4,0.65101,0.49343,0.914,3.197,demo_p01,demo_rec_01
4.4083,0.64747,0.49141,0.957,3.1893,demo_p01,demo_rec_01
4.4167,0.64394,0.48939,0.826,3.0658,demo_p01,demo_rec_01
4.425,0.6404,0.48737,0.866,3.1307,demo_p01,demo_rec_01
4.4333,0.63687,0.48535,0.964,3.1068,demo_p01,demo_rec_01
4.4417,0.63333,0.48333,0.934,3.2137,demo_p01,demo_rec_01
4.45,0.6298,0.48131,0.941,3.0806,demo_p01,demo_rec_01
4.4583,0.62626,0.47929,1.0,3.2274,demo_p01,demo_rec_01
4.4667,0.62273,0.47727,0.943,3.1446,demo_p01,demo_rec_01
4.475,0.61919,0.47525,0.953,3.0872,demo_p01,demo_rec_01
4.4833,0.61566,0.47323,1.0,3.1106,demo_p01,demo_rec_01
4.4917,0.61212,0.47121,0.909,3.1034,demo_p01,demo_rec_01
4.5,0.60859,0.46919,0.88,3.0789,demo_p01,demo_rec_01
4.5083,0.60505,0.46717,0.941,3.1464,demo_p01,demo_rec_01
4.5167,0.60152,0.46515,0.942,3.0794,demo_p01,demo_rec_01
4.525,0.59798,0.46313,0.894,3.0309,demo_p01,demo_rec_01
4.5333,0.59444,0.46111,0.868,3.12,demo_p01,demo_rec_01
4.5417,0.59091,0.45909,1.0,3.048,demo_p01,demo_rec_01
4.55,0.58737,0.45707,0.936,3.0996,demo_p01,demo_rec_01
4.5583,0.58384,0.45505,0.883,3.0909,demo_p01,demo_rec_01
4.5667,0.5803,0.45303,0.966,3.0919,demo_p01,demo_rec_01
4.575,0.57677,0.45101,0.915,3.2346,demo_p01,demo_rec_01
4.5833,0.57323,0.44899,0.907,3.1365,demo_p01,demo_rec_01
4.5917,0.5697,0.44697,0.948,3.145,demo_p01,demo_rec_01
4.6,0.56616,0.44495,0.855,3.0431,demo_p01,demo_rec_01
4.6083,0.56263,0.44293,0.938,3.0983,demo_p01,demo_rec_01
4.6167,0.55909,0.44091,1.0,3.1409,demo_p01,demo_rec_01
4.625,0.55556,0.43889,0.943,3.0781,demo_p01,demo_rec_01
4.6333,0.55202,0.43687,0.901,3.1738,demo_p01,demo_rec_01
4.6417,0.54848,0.43485,0.895,3.0674,demo_p01,demo_rec_01
4.65,0.54495,0.43283,0.899,3.1124,demo_p01,demo_rec_01
4.6583,0.54141,0.43081,0.907,3.0965,demo_p01,demo_rec_01
4.6667,0.53788,0.42879,0.901,3.1332,demo_p01,demo_rec_01
4.675,0.53434,0.42677,0.966,3.0921,demo_p01,demo_rec_01
4.6833,0.53081,0.42475,0.833,3.1098,demo_p01,demo_rec_01
4.6917,0.52727,0.42273,0.963,3.1107,demo_p01,demo_rec_01
4.7,0.52374,0.42071,0.901,3.0849,demo_p01,demo_rec_01
4.7083,0.5202,0.41869,0.939,3.145,demo_p01,demo_rec_01
4.7167,0.51667,0.41667,0.864,3.1319,demo_p01,demo_rec_01
4.725,0.51313,0.41465,0.986,3.1147,demo_p01,demo_rec_01
4.7333,0.5096,0.41263,0.982,3.0968,demo_p01,demo_rec_01
4.7417,0.50606,0.41061,0.968,3.1573,demo_p01,demo_rec_01
4.75,0.50253,0.40859,0.844,3.1049,demo_p01,demo_rec_01
4.7583,0.49899,0.40657,0.961,3.1005,demo_p01,demo_rec_01
4.7667,0.49545,0.40455,0.94,3.1203,demo_p01,demo_rec_01
4.775,0.49192,0.40253,0.84,3.1991,demo_p01,demo_rec_01
4.7833,0.48838,0.40051,0.919,3.0464,demo_p01,demo_rec_01
4.7917,0.48485,0.39848,0.938,3.1511,demo_p01,demo_rec_01
4.8,0.48131,0.39646,0.948,3.0172,demo_p01,demo_rec_01
4.8083,0.47778,0.39444,0.929,3.1219,demo_p01,demo_rec_01
4.8167,0.47424,0.39242,0.935,3.189,demo_p01,demo_rec_01
4.825,0.47071,0.3904,0.994,3.1339,demo_p01,demo_rec_01
4.8333,0.46717,0.38838,0.981,3.1172,demo_p01,demo_rec_01
4.8417,0.46364,0.38636,0.777,3.0799,demo_p01,demo_rec_01
4.85,0.4601,0.38434,0.904,3.1087,demo_p01,demo_rec_01
4.8583,0.45657,0.38232,0.912,3.0938,demo_p01,demo_rec_01
4.8667,0.45303,0.3803,0.832,3.0663,demo_p01,demo_rec_01
4.875,0.44949,0.37828,0.925,3.0903,demo_p01,demo_rec_01
4.8833,0.44596,0.37626,0.982,3.114,demo_p01,demo_rec_01
4.8917,0.44242,0.37424,0.866,3.065,demo_p01,demo_rec_01
4.9,0.43889,0.37222,0.937,3.0623,demo_p01,demo_rec_01
4.9083,0.43535,0.3702,0.874,3.0338,demo_p01,demo_rec_01
4.9167,0.43182,0.36818,0.886,3.1206,demo_p01,demo_rec_01
4.925,0.42828,0.36616,0.994,3.1276,demo_p01,demo_rec_01
4.9333,0.42475,0.36414,0.893,3.1112,demo_p01,demo_rec_01
4.9417,0.42121,0.36212,0.943,3.1472,demo_p01,demo_rec_01
4.95,0.41768,0.3601,0.826,3.1026,demo_p01,demo_rec_01
4.9583,0.41414,0.35808,1.0,3.1171,demo_p01,demo_rec_01
4.9667,0.41061,0.35606,0.95,3.1119,demo_p01,demo_rec_01
4.975,0.40707,0.35404,0.911,3.0915,demo_p01,demo_rec_01
4.9833,0.40354,0.35202,0.949,3.0688,demo_p01,demo_rec_01
4.9917,0.4,0.35,0.85,3.2053,demo_p01,demo_rec_01
